OrderID,ProductID,Quantity,UnitPrice,LineTotal
ORD-0002992,11911,2,149.59,299.18
ORD-0002993,8629,2,38.59,77.18
ORD-0002993,3080,1,69.89,69.89
ORD-0002994,6603,2,111.78,223.56
ORD-0002994,9116,2,84.71,169.42
ORD-0002994,5282,2,48.54,97.08
ORD-0002995,14458,2,131.78,263.56
ORD-0002995,6637,2,98.11,196.22
ORD-0002995,2916,1,104.69,104.69
ORD-0002995,4436,3,129.5,388.5
ORD-0002995,6901,3,82.94,248.82
ORD-0002996,11782,3,94.77,284.31
ORD-0002996,4719,3,42.6,127.8
ORD-0002996,8877,2,30.21,60.42
ORD-0002996,4697,3,36.89,110.67
ORD-0002996,1182,1,21.42,21.42
ORD-0002997,12251,2,116.31,232.62
ORD-0002997,13088,2,115.15,230.3
ORD-0002998,10758,2,92.53,185.06
ORD-0002998,8344,2,39.56,79.12
ORD-0002998,5332,1,138,138
ORD-0002999,5810,2,53.65,107.3
ORD-0002999,3856,3,129.64,388.92
ORD-0002999,9690,1,43.9,43.9
ORD-0002999,1889,1,13.28,13.28
ORD-0002999,1904,3,70.88,212.64
ORD-0003000,1739,1,120.58,120.58
ORD-0003000,4721,1,95.49,95.49
ORD-0003001,7787,1,38.87,38.87
ORD-0003001,12551,3,98.57,295.71
ORD-0003001,5524,1,96.37,96.37
ORD-0003001,6105,1,133.59,133.59
ORD-0003001,11869,1,122.73,122.73
ORD-0003002,13584,1,128.52,128.52
ORD-0003002,5334,2,145.34,290.68
ORD-0003003,4692,1,21,21
ORD-0003004,9124,2,114.58,229.16
ORD-0003004,6291,2,139.89,279.78
ORD-0003004,7679,1,111.63,111.63
ORD-0003004,2156,3,72.14,216.42
ORD-0003004,5973,3,77.65,232.95
ORD-0003005,744,3,65.68,197.04
ORD-0003005,6242,3,54.05,162.15
ORD-0003005,9883,3,72.52,217.56
ORD-0003005,553,1,64.96,64.96
ORD-0003006,8755,3,16.73,50.19
ORD-0003006,9581,3,117.85,353.55
ORD-0003006,7142,1,46.71,46.71
ORD-0003007,12439,3,119.89,359.67
ORD-0003008,3617,1,104.64,104.64
ORD-0003009,4859,3,28.65,85.95
ORD-0003009,8456,3,49.21,147.63
ORD-0003009,6558,2,112.62,225.24
ORD-0003009,11702,1,88.91,88.91
ORD-0003009,14118,2,47.97,95.94
ORD-0003010,11511,1,50.34,50.34
ORD-0003010,5794,2,45.67,91.34
ORD-0003011,12259,1,51.4,51.4
ORD-0003011,1611,1,43.88,43.88
ORD-0003012,10860,3,120.8,362.4
ORD-0003012,783,1,111.5,111.5
ORD-0003012,14048,3,76.86,230.58
ORD-0003012,5354,3,134.67,404.01
ORD-0003012,3262,1,115.64,115.64
ORD-0003013,6521,1,49.04,49.04
ORD-0003014,12472,2,87.13,174.26
ORD-0003014,12918,1,90.04,90.04
ORD-0003014,8080,3,75.01,225.03
ORD-0003015,13886,3,145.68,437.04
ORD-0003015,1400,2,82.43,164.86
ORD-0003016,6861,1,125.65,125.65
ORD-0003016,6347,1,147.24,147.24
ORD-0003016,12245,1,117.4,117.4
ORD-0003016,1156,3,35.25,105.75
ORD-0003017,2996,3,39.73,119.19
ORD-0003017,12763,2,146.66,293.32
ORD-0003017,7342,1,29.32,29.32
ORD-0003018,3526,3,120.86,362.58
ORD-0003019,9967,3,111.34,334.02
ORD-0003019,9404,3,103.9,311.7
ORD-0003020,6171,2,113.02,226.04
ORD-0003021,2240,2,61.9,123.8
ORD-0003021,8121,1,92.47,92.47
ORD-0003022,5876,3,124.02,372.06
ORD-0003022,7559,3,75.22,225.66
ORD-0003022,759,1,67.16,67.16
ORD-0003023,1670,3,35.06,105.18
ORD-0003023,8702,3,116.52,349.56
ORD-0003024,9795,3,119.6,358.8
ORD-0003024,5541,2,109.03,218.06
ORD-0003025,7699,3,87.62,262.86
ORD-0003025,10354,3,94.28,282.84
ORD-0003025,7782,1,88.56,88.56
ORD-0003025,13969,2,103.62,207.24
ORD-0003025,9317,2,37.76,75.52
ORD-0003026,2289,1,117.23,117.23
ORD-0003026,14741,3,109.23,327.69
ORD-0003026,12356,3,93,279
ORD-0003026,3150,1,142.73,142.73
ORD-0003027,6974,3,58.21,174.63
ORD-0003027,1565,3,139.29,417.87
ORD-0003027,11620,1,93.95,93.95
ORD-0003027,1411,2,32.28,64.56
ORD-0003027,1682,2,40.46,80.92
ORD-0003028,6476,1,122.55,122.55
ORD-0003029,7015,1,85.18,85.18
ORD-0003029,9351,3,131.24,393.72
ORD-0003029,12478,2,64.68,129.36
ORD-0003029,7282,2,61.08,122.16
ORD-0003029,8636,3,147.06,441.18
ORD-0003030,12048,2,116.64,233.28
ORD-0003030,77,1,144.46,144.46
ORD-0003030,7224,2,51.97,103.94
ORD-0003030,1833,1,69.06,69.06
ORD-0003030,1189,3,78.43,235.29
ORD-0003031,13873,3,28.25,84.75
ORD-0003032,12473,2,124.91,249.82
ORD-0003032,1150,1,82.48,82.48
ORD-0003033,2116,1,70.79,70.79
ORD-0003033,9035,2,47.23,94.46
ORD-0003033,7051,3,145.43,436.29
ORD-0003033,12850,1,17.83,17.83
ORD-0003033,2530,3,63.03,189.09
ORD-0003034,12149,1,62.78,62.78
ORD-0003034,7552,2,149.93,299.86
ORD-0003035,11185,2,18.69,37.38
ORD-0003035,12804,3,105.89,317.67
ORD-0003036,14833,1,27.28,27.28
ORD-0003036,13418,3,102,306
ORD-0003037,1642,1,73.14,73.14
ORD-0003037,14431,3,35.51,106.53
ORD-0003037,3668,1,41.46,41.46
ORD-0003037,9696,2,145.72,291.44
ORD-0003037,14781,1,122.26,122.26
ORD-0003038,977,1,113.76,113.76
ORD-0003038,1115,2,81.76,163.52
ORD-0003038,4622,3,33.34,100.02
ORD-0003039,3924,1,55.73,55.73
ORD-0003040,85,3,15.83,47.49
ORD-0003040,9417,2,84.71,169.42
ORD-0003040,8416,2,82.4,164.8
ORD-0003040,7870,1,33.09,33.09
ORD-0003040,5180,1,104.86,104.86
ORD-0003041,9822,1,10.22,10.22
ORD-0003042,2502,3,115.36,346.08
ORD-0003043,12903,3,24.76,74.28
ORD-0003043,11837,2,61.84,123.68
ORD-0003043,6414,3,86.13,258.39
ORD-0003043,4258,3,38.17,114.51
ORD-0003043,6156,2,40.38,80.76
ORD-0003044,642,2,145.12,290.24
ORD-0003044,2924,3,111.13,333.39
ORD-0003044,7350,1,55.78,55.78
ORD-0003044,6787,2,92.78,185.56
ORD-0003044,8676,2,121.83,243.66
ORD-0003045,7531,1,138.69,138.69
ORD-0003046,8738,3,51.51,154.53
ORD-0003047,2449,1,53.74,53.74
ORD-0003047,9556,3,65.35,196.05
ORD-0003047,14429,2,38.88,77.76
ORD-0003047,6052,2,126.55,253.1
ORD-0003047,4165,3,54.47,163.41
ORD-0003048,7943,1,40.06,40.06
ORD-0003048,7801,3,54.47,163.41
ORD-0003048,6492,3,115.21,345.63
ORD-0003048,10374,2,100.82,201.64
ORD-0003049,2855,1,131.63,131.63
ORD-0003050,1658,2,17.46,34.92
ORD-0003050,10358,2,58.16,116.32
ORD-0003050,12235,2,84.3,168.6
ORD-0003050,10741,1,139.2,139.2
ORD-0003050,1948,2,128.76,257.52
ORD-0003051,14011,1,98.01,98.01
ORD-0003051,6189,3,142.9,428.7
ORD-0003051,373,3,63.63,190.89
ORD-0003051,10562,1,11.86,11.86
ORD-0003052,9029,2,23.14,46.28
ORD-0003052,6897,3,72.97,218.91
ORD-0003052,12308,1,63.28,63.28
ORD-0003052,3375,2,87.16,174.32
ORD-0003052,4589,2,60.51,121.02
ORD-0003053,9129,2,128.61,257.22
ORD-0003053,9988,1,62.8,62.8
ORD-0003053,4986,2,38.74,77.48
ORD-0003053,3413,2,26.66,53.32
ORD-0003054,1806,2,130.55,261.1
ORD-0003054,6685,2,84.55,169.1
ORD-0003054,11152,3,124.65,373.95
ORD-0003055,4754,3,147.55,442.65
ORD-0003055,11920,3,50.23,150.69
ORD-0003056,13103,2,38.58,77.16
ORD-0003056,11648,1,59.76,59.76
ORD-0003056,8239,3,94.54,283.62
ORD-0003056,127,1,136.41,136.41
ORD-0003056,1339,1,110.19,110.19
ORD-0003057,4469,1,28.56,28.56
ORD-0003057,11147,1,97.7,97.7
ORD-0003057,5317,3,83.46,250.38
ORD-0003057,3061,2,45.71,91.42
ORD-0003058,8537,2,40.49,80.98
ORD-0003058,321,1,63.82,63.82
ORD-0003058,6057,3,60.79,182.37
ORD-0003058,10430,1,131.96,131.96
ORD-0003059,2341,2,77.76,155.52
ORD-0003060,1960,2,63.81,127.62
ORD-0003060,857,1,65.4,65.4
ORD-0003060,12034,1,109.49,109.49
ORD-0003060,12684,2,105.93,211.86
ORD-0003060,861,3,85.35,256.05
ORD-0003061,12175,1,148.28,148.28
ORD-0003061,11986,1,59.17,59.17
ORD-0003061,9120,1,77.1,77.1
ORD-0003061,4329,1,67.13,67.13
ORD-0003062,12155,3,21.04,63.12
ORD-0003062,6840,1,96.88,96.88
ORD-0003062,14063,1,148.43,148.43
ORD-0003062,8667,2,87.49,174.98
ORD-0003062,13175,1,122.58,122.58
ORD-0003063,14710,2,132.55,265.1
ORD-0003064,5008,1,115.32,115.32
ORD-0003064,11194,1,108.24,108.24
ORD-0003064,10652,1,128.79,128.79
ORD-0003064,14782,3,110.53,331.59
ORD-0003064,2393,1,87.9,87.9
ORD-0003065,2274,1,42.74,42.74
ORD-0003065,6421,3,102.68,308.04
ORD-0003066,9642,3,51.99,155.97
ORD-0003066,8516,1,145.61,145.61
ORD-0003066,1405,3,67.74,203.22
ORD-0003066,13180,2,20.29,40.58
ORD-0003066,10213,3,146.15,438.45
ORD-0003067,3196,2,29.99,59.98
ORD-0003067,13628,1,80.76,80.76
ORD-0003067,340,1,141.56,141.56
ORD-0003067,10679,2,125.5,251
ORD-0003068,8821,1,144.7,144.7
ORD-0003068,7445,3,29.11,87.33
ORD-0003069,14688,3,63.32,189.96
ORD-0003069,12060,3,100.63,301.89
ORD-0003069,14647,3,100.41,301.23
ORD-0003069,3604,3,144.1,432.3
ORD-0003070,10950,3,96.34,289.02
ORD-0003070,7597,1,121.94,121.94
ORD-0003071,10876,2,132.28,264.56
ORD-0003072,7105,2,11.83,23.66
ORD-0003072,2986,3,117.66,352.98
ORD-0003073,1969,1,112.78,112.78
ORD-0003073,4947,3,143.81,431.43
ORD-0003073,3433,2,101.16,202.32
ORD-0003074,11646,1,29.2,29.2
ORD-0003074,14330,1,111.04,111.04
ORD-0003074,7235,1,107.71,107.71
ORD-0003074,3801,2,16.1,32.2
ORD-0003074,5630,2,28.27,56.54
ORD-0003075,10355,1,76.51,76.51
ORD-0003075,9902,1,120.99,120.99
ORD-0003076,11108,1,112.53,112.53
ORD-0003076,12653,2,110.66,221.32
ORD-0003076,10963,3,86.37,259.11
ORD-0003077,2826,3,13.88,41.64
ORD-0003077,12846,1,130.65,130.65
ORD-0003077,9493,3,114.55,343.65
ORD-0003077,1371,1,103.89,103.89
ORD-0003077,8338,2,112.44,224.88
ORD-0003078,9476,1,142.31,142.31
ORD-0003078,2868,3,145.75,437.25
ORD-0003078,12453,2,149.49,298.98
ORD-0003079,12356,3,93,279
ORD-0003080,11692,1,81.26,81.26
ORD-0003080,4979,2,94.15,188.3
ORD-0003080,10077,3,70.22,210.66
ORD-0003080,8151,2,60.4,120.8
ORD-0003081,3981,1,39.78,39.78
ORD-0003081,13888,1,76.76,76.76
ORD-0003081,7971,3,93.78,281.34
ORD-0003081,248,2,55.93,111.86
ORD-0003081,9861,3,53.7,161.1
ORD-0003082,650,3,37.75,113.25
ORD-0003082,14357,1,146.04,146.04
ORD-0003082,13457,3,109.47,328.41
ORD-0003082,2382,3,117.77,353.31
ORD-0003083,9990,1,24.83,24.83
ORD-0003083,1028,3,103.12,309.36
ORD-0003083,2406,2,132.41,264.82
ORD-0003083,896,3,109.41,328.23
ORD-0003083,7587,1,125.76,125.76
ORD-0003084,14924,1,109.98,109.98
ORD-0003084,13086,3,86.68,260.04
ORD-0003084,134,1,122.23,122.23
ORD-0003084,7463,2,38.6,77.2
ORD-0003085,1745,1,102.05,102.05
ORD-0003085,1207,2,81.83,163.66
ORD-0003085,6881,1,25.93,25.93
ORD-0003085,9909,2,31.67,63.34
ORD-0003085,4369,1,142.02,142.02
ORD-0003086,4755,1,18.68,18.68
ORD-0003086,7426,2,147.12,294.24
ORD-0003086,727,2,72.61,145.22
ORD-0003086,5410,3,92.82,278.46
ORD-0003086,9295,2,15.7,31.4
ORD-0003087,9291,2,30.44,60.88
ORD-0003087,7088,1,26.81,26.81
ORD-0003088,8360,1,64.33,64.33
ORD-0003088,2038,2,133.85,267.7
ORD-0003088,10669,2,126.76,253.52
ORD-0003088,7817,1,110.09,110.09
ORD-0003088,152,1,47.92,47.92
ORD-0003089,1968,3,109.3,327.9
ORD-0003089,354,2,67.11,134.22
ORD-0003090,6977,1,130.4,130.4
ORD-0003090,2541,3,104.21,312.63
ORD-0003090,11575,2,71.52,143.04
ORD-0003091,10026,2,129.84,259.68
ORD-0003091,12399,1,129.29,129.29
ORD-0003091,6815,2,60.22,120.44
ORD-0003091,3347,1,68.82,68.82
ORD-0003092,10312,2,13.34,26.68
ORD-0003092,14260,1,136.79,136.79
ORD-0003092,11271,2,75.35,150.7
ORD-0003092,11439,1,99.91,99.91
ORD-0003092,5732,3,95.3,285.9
ORD-0003093,7944,1,29.29,29.29
ORD-0003093,7831,1,133.58,133.58
ORD-0003094,11212,3,27.09,81.27
ORD-0003094,2363,3,65.62,196.86
ORD-0003094,9970,3,99.15,297.45
ORD-0003095,13339,2,23.36,46.72
ORD-0003095,3199,1,44.06,44.06
ORD-0003096,3245,2,109.66,219.32
ORD-0003097,4359,2,65.96,131.92
ORD-0003098,14433,2,94.63,189.26
ORD-0003098,2497,1,91.65,91.65
ORD-0003098,6767,3,88.12,264.36
ORD-0003098,11660,2,99.36,198.72
ORD-0003099,821,3,42.37,127.11
ORD-0003099,5870,3,10.22,30.66
ORD-0003099,11204,3,131.27,393.81
ORD-0003099,2735,3,25.64,76.92
ORD-0003100,6720,3,10.86,32.58
ORD-0003100,10689,1,34.38,34.38
ORD-0003101,3692,3,100.7,302.1
ORD-0003101,5117,3,24.99,74.97
ORD-0003101,9833,3,100.44,301.32
ORD-0003101,6682,2,32.98,65.96
ORD-0003102,8180,3,87.59,262.77
ORD-0003102,3032,3,47.87,143.61
ORD-0003103,14382,2,77.82,155.64
ORD-0003104,2537,2,20.33,40.66
ORD-0003104,5037,3,113.54,340.62
ORD-0003104,3671,3,108.86,326.58
ORD-0003105,9110,3,112.31,336.93
ORD-0003105,14025,3,132.94,398.82
ORD-0003105,13610,3,112.93,338.79
ORD-0003105,524,3,88.46,265.38
ORD-0003106,13511,1,47.15,47.15
ORD-0003106,3642,3,87.79,263.37
ORD-0003106,8740,2,21.15,42.3
ORD-0003107,12763,3,146.66,439.98
ORD-0003107,704,1,100.42,100.42
ORD-0003107,6472,1,21.33,21.33
ORD-0003108,4954,2,26.5,53
ORD-0003108,14588,3,79.62,238.86
ORD-0003108,10820,3,59.36,178.08
ORD-0003108,3835,1,116.21,116.21
ORD-0003109,3347,3,68.82,206.46
ORD-0003109,13804,3,136.49,409.47
ORD-0003109,7290,2,132.12,264.24
ORD-0003110,4844,1,11.51,11.51
ORD-0003110,2544,2,80.51,161.02
ORD-0003111,382,2,67.95,135.9
ORD-0003111,2187,2,128.25,256.5
ORD-0003111,587,1,12.45,12.45
ORD-0003112,14965,1,104.38,104.38
ORD-0003112,8436,3,102.51,307.53
ORD-0003113,6676,2,68.43,136.86
ORD-0003113,1236,3,87.21,261.63
ORD-0003114,10918,1,94.35,94.35
ORD-0003114,7087,2,17.08,34.16
ORD-0003114,5339,1,11.1,11.1
ORD-0003114,7424,1,17.15,17.15
ORD-0003114,14057,1,47.17,47.17
ORD-0003115,11215,3,44.63,133.89
ORD-0003116,4301,2,32.39,64.78
ORD-0003117,1625,3,75.27,225.81
ORD-0003118,12477,2,142.14,284.28
ORD-0003118,7564,2,13.39,26.78
ORD-0003118,393,3,59.72,179.16
ORD-0003118,4826,2,88.18,176.36
ORD-0003118,9890,2,136.34,272.68
ORD-0003119,6341,3,135.43,406.29
ORD-0003119,1684,3,59.8,179.4
ORD-0003119,9038,2,66.52,133.04
ORD-0003120,14322,2,148.1,296.2
ORD-0003121,2027,1,77.18,77.18
ORD-0003121,2156,1,72.14,72.14
ORD-0003122,4505,3,71.98,215.94
ORD-0003122,5882,1,120.92,120.92
ORD-0003122,476,3,135.63,406.89
ORD-0003123,8359,1,109.8,109.8
ORD-0003123,5677,3,14.39,43.17
ORD-0003123,4330,1,100.41,100.41
ORD-0003123,1989,1,134.52,134.52
ORD-0003124,10786,1,130.73,130.73
ORD-0003124,8385,3,139.44,418.32
ORD-0003125,6052,1,126.55,126.55
ORD-0003125,9027,3,35.22,105.66
ORD-0003125,6009,2,43.36,86.72
ORD-0003126,2541,3,104.21,312.63
ORD-0003126,6899,2,93.7,187.4
ORD-0003127,7006,1,78.83,78.83
ORD-0003127,12532,1,105.64,105.64
ORD-0003127,5816,3,89.28,267.84
ORD-0003127,11109,1,26.72,26.72
ORD-0003128,10487,1,91.14,91.14
ORD-0003128,6412,1,62.69,62.69
ORD-0003129,1281,1,84.5,84.5
ORD-0003129,2018,1,24.41,24.41
ORD-0003129,5677,2,14.39,28.78
ORD-0003130,2151,1,70.84,70.84
ORD-0003130,2218,3,29.42,88.26
ORD-0003130,6645,1,10.92,10.92
ORD-0003131,3353,1,114.64,114.64
ORD-0003132,12473,2,124.91,249.82
ORD-0003132,984,1,72.08,72.08
ORD-0003133,509,3,144.71,434.13
ORD-0003133,8647,2,15.61,31.22
ORD-0003133,10102,2,18.89,37.78
ORD-0003133,1585,1,80.86,80.86
ORD-0003133,2965,2,101.22,202.44
ORD-0003134,11630,1,30.09,30.09
ORD-0003134,8314,1,126.25,126.25
ORD-0003134,11187,1,75.57,75.57
ORD-0003135,8356,2,89.61,179.22
ORD-0003135,35,1,111.7,111.7
ORD-0003135,14746,3,70.38,211.14
ORD-0003136,13219,2,133.36,266.72
ORD-0003137,3731,2,13.18,26.36
ORD-0003137,11077,2,114.86,229.72
ORD-0003137,14913,3,47.65,142.95
ORD-0003137,7081,3,34.14,102.42
ORD-0003138,11036,1,49.82,49.82
ORD-0003138,3238,1,26.31,26.31
ORD-0003138,7172,1,54.29,54.29
ORD-0003138,11444,3,103.67,311.01
ORD-0003139,5230,1,36.21,36.21
ORD-0003139,1709,3,63.5,190.5
ORD-0003139,2166,1,125.05,125.05
ORD-0003140,6942,2,18.76,37.52
ORD-0003141,2147,3,12.38,37.14
ORD-0003141,9952,3,46.66,139.98
ORD-0003141,2009,1,31.4,31.4
ORD-0003141,4483,1,106.52,106.52
ORD-0003142,14561,2,72.94,145.88
ORD-0003142,13216,1,133.93,133.93
ORD-0003142,4436,2,129.5,259
ORD-0003142,4029,1,125.83,125.83
ORD-0003142,14644,1,60.96,60.96
ORD-0003143,12434,2,61.84,123.68
ORD-0003143,10108,2,134.74,269.48
ORD-0003143,7107,3,30.7,92.1
ORD-0003143,8560,2,146.82,293.64
ORD-0003144,7986,2,65.32,130.64
ORD-0003144,4106,1,112.07,112.07
ORD-0003144,6671,3,115.99,347.97
ORD-0003145,12358,3,33.6,100.8
ORD-0003146,6991,3,71.93,215.79
ORD-0003146,420,1,76.07,76.07
ORD-0003147,11587,3,104.11,312.33
ORD-0003147,10621,3,86.7,260.1
ORD-0003148,10468,2,119.01,238.02
ORD-0003149,14371,3,57.63,172.89
ORD-0003149,13611,1,22.28,22.28
ORD-0003150,8660,3,90.9,272.7
ORD-0003150,1103,1,49.97,49.97
ORD-0003150,13311,3,100.45,301.35
ORD-0003150,2022,1,48.69,48.69
ORD-0003151,13163,3,104.88,314.64
ORD-0003151,5247,1,65.46,65.46
ORD-0003152,2634,3,132.75,398.25
ORD-0003152,1354,2,107.31,214.62
ORD-0003152,12208,1,116.48,116.48
ORD-0003153,12207,1,137.89,137.89
ORD-0003153,8425,2,130.44,260.88
ORD-0003153,10916,3,11.88,35.64
ORD-0003153,11103,3,38.46,115.38
ORD-0003153,13588,2,134.11,268.22
ORD-0003154,13741,3,96.15,288.45
ORD-0003155,6071,2,15.43,30.86
ORD-0003155,11177,2,25.19,50.38
ORD-0003156,6440,1,94.57,94.57
ORD-0003156,2588,2,93.22,186.44
ORD-0003156,13158,1,68.37,68.37
ORD-0003156,13897,3,30.79,92.37
ORD-0003156,10754,2,138.38,276.76
ORD-0003157,13407,1,72.13,72.13
ORD-0003157,7487,3,61.74,185.22
ORD-0003157,12506,3,24.78,74.34
ORD-0003157,11253,2,87.56,175.12
ORD-0003158,5540,3,98.54,295.62
ORD-0003158,8102,1,137.37,137.37
ORD-0003159,10238,1,27.6,27.6
ORD-0003160,10929,1,10.1,10.1
ORD-0003161,14259,1,97.35,97.35
ORD-0003162,723,2,146.36,292.72
ORD-0003163,4614,1,42.19,42.19
ORD-0003163,81,2,104.76,209.52
ORD-0003163,9897,1,35.5,35.5
ORD-0003164,3394,3,146.32,438.96
ORD-0003164,994,1,45.82,45.82
ORD-0003165,7499,2,82.26,164.52
ORD-0003165,1001,2,148.39,296.78
ORD-0003165,3354,1,64.38,64.38
ORD-0003165,9629,3,65.46,196.38
ORD-0003165,1730,2,113.99,227.98
ORD-0003166,4428,1,110.08,110.08
ORD-0003167,5401,1,11.88,11.88
ORD-0003167,8072,3,57.69,173.07
ORD-0003168,5209,2,93.39,186.78
ORD-0003168,9523,2,80.54,161.08
ORD-0003168,4923,1,43.53,43.53
ORD-0003168,11658,3,65.1,195.3
ORD-0003169,10318,2,40.91,81.82
ORD-0003169,4066,2,108.35,216.7
ORD-0003170,158,3,46.09,138.27
ORD-0003170,207,3,130.52,391.56
ORD-0003170,9010,1,129.56,129.56
ORD-0003171,7241,3,142.93,428.79
ORD-0003172,5166,1,29.38,29.38
ORD-0003173,14344,2,131.61,263.22
ORD-0003173,6498,1,27.97,27.97
ORD-0003173,5916,2,108.81,217.62
ORD-0003173,162,2,73.99,147.98
ORD-0003174,1254,3,43.99,131.97
ORD-0003174,8765,2,32.07,64.14
ORD-0003174,4820,2,105.42,210.84
ORD-0003174,2667,2,47.75,95.5
ORD-0003175,1320,2,36.98,73.96
ORD-0003175,13880,1,61.75,61.75
ORD-0003175,10193,2,138.98,277.96
ORD-0003176,8228,2,78.33,156.66
ORD-0003176,3703,3,21.81,65.43
ORD-0003177,8547,2,69.61,139.22
ORD-0003178,13566,3,114.73,344.19
ORD-0003178,8836,1,106.11,106.11
ORD-0003179,8533,2,34.72,69.44
ORD-0003180,12699,2,120.85,241.7
ORD-0003180,389,2,132.98,265.96
ORD-0003181,7852,2,58.43,116.86
ORD-0003181,1997,3,96.33,288.99
ORD-0003181,1980,2,55.94,111.88
ORD-0003181,465,3,39.28,117.84
ORD-0003181,357,3,106.19,318.57
ORD-0003182,10238,3,27.6,82.8
ORD-0003182,11757,3,97.59,292.77
ORD-0003182,1603,1,93.39,93.39
ORD-0003182,4794,2,24.66,49.32
ORD-0003183,12916,1,10.37,10.37
ORD-0003183,5031,3,32.76,98.28
ORD-0003183,13035,1,52.1,52.1
ORD-0003183,8845,1,111.11,111.11
ORD-0003183,5583,3,21.84,65.52
ORD-0003184,12614,2,57.28,114.56
ORD-0003184,4628,1,16.25,16.25
ORD-0003184,178,2,23.43,46.86
ORD-0003185,9646,1,85.62,85.62
ORD-0003185,8534,3,17.71,53.13
ORD-0003186,3528,3,14.44,43.32
ORD-0003186,5719,3,22.73,68.19
ORD-0003186,6247,3,21.12,63.36
ORD-0003186,9830,3,23.05,69.15
ORD-0003187,14245,3,130.99,392.97
ORD-0003188,10794,2,119.45,238.9
ORD-0003188,3551,3,128.09,384.27
ORD-0003188,9067,3,61.53,184.59
ORD-0003188,4791,2,114.09,228.18
ORD-0003189,2256,1,93.65,93.65
ORD-0003189,10712,2,136.99,273.98
ORD-0003189,12579,1,39.39,39.39
ORD-0003190,3106,2,124.43,248.86
ORD-0003191,2966,3,69.36,208.08
ORD-0003191,7010,2,110.29,220.58
ORD-0003191,10804,1,22.07,22.07
ORD-0003191,5809,3,18.57,55.71
ORD-0003191,8240,3,26.47,79.41
ORD-0003192,4614,3,42.19,126.57
ORD-0003192,14849,1,126.91,126.91
ORD-0003192,7591,2,25.37,50.74
ORD-0003192,5351,2,81.65,163.3
ORD-0003192,316,1,108.54,108.54
ORD-0003193,7183,2,34.93,69.86
ORD-0003194,3542,2,98.52,197.04
ORD-0003194,3076,3,35.99,107.97
ORD-0003195,2687,2,40.8,81.6
ORD-0003195,584,2,134.79,269.58
ORD-0003195,3949,3,131.48,394.44
ORD-0003195,11256,2,123.16,246.32
ORD-0003195,2071,1,133.72,133.72
ORD-0003196,7381,2,90.27,180.54
ORD-0003196,3147,1,131.6,131.6
ORD-0003196,5769,1,15.99,15.99
ORD-0003196,3960,2,34.94,69.88
ORD-0003197,9177,1,119.56,119.56
ORD-0003197,14061,3,36.4,109.2
ORD-0003197,6685,2,84.55,169.1
ORD-0003197,7658,1,128.53,128.53
ORD-0003198,12855,1,101.11,101.11
ORD-0003198,11109,1,26.72,26.72
ORD-0003198,627,1,93.51,93.51
ORD-0003198,9068,2,33.18,66.36
ORD-0003199,4297,3,104.45,313.35
ORD-0003199,7930,3,39.43,118.29
ORD-0003199,6429,2,140.16,280.32
ORD-0003199,8438,3,144.16,432.48
ORD-0003200,14851,2,78.4,156.8
ORD-0003200,7252,1,113.29,113.29
ORD-0003200,13787,1,64.43,64.43
ORD-0003201,12928,2,71.02,142.04
ORD-0003201,9187,2,118.09,236.18
ORD-0003201,3033,2,132.45,264.9
ORD-0003201,9371,3,68.94,206.82
ORD-0003202,13785,1,11.44,11.44
ORD-0003202,11756,3,87.39,262.17
ORD-0003202,14639,3,57.06,171.18
ORD-0003202,942,3,101.07,303.21
ORD-0003202,11426,3,100.14,300.42
ORD-0003203,6203,1,95.72,95.72
ORD-0003204,6498,2,27.97,55.94
ORD-0003205,1722,3,18.82,56.46
ORD-0003205,7020,2,111.34,222.68
ORD-0003205,8009,2,13.08,26.16
ORD-0003205,10594,2,116.04,232.08
ORD-0003206,3024,1,62.71,62.71
ORD-0003206,9184,1,66.23,66.23
ORD-0003206,6487,2,34.68,69.36
ORD-0003207,1196,3,140.41,421.23
ORD-0003207,4237,3,71.13,213.39
ORD-0003208,13622,3,76.59,229.77
ORD-0003208,10356,2,11.93,23.86
ORD-0003208,14308,1,131.04,131.04
ORD-0003208,10728,3,53.85,161.55
ORD-0003209,10992,3,100.08,300.24
ORD-0003209,457,3,29.81,89.43
ORD-0003210,964,3,44.34,133.02
ORD-0003210,5461,2,32.37,64.74
ORD-0003211,5929,1,91.96,91.96
ORD-0003211,6300,3,21.76,65.28
ORD-0003211,3634,3,29.31,87.93
ORD-0003212,2631,3,81.7,245.1
ORD-0003212,8472,2,148.07,296.14
ORD-0003212,11420,2,125.6,251.2
ORD-0003213,12620,1,114.14,114.14
ORD-0003214,1921,1,20.07,20.07
ORD-0003214,14738,2,142.92,285.84
ORD-0003214,10310,3,54.91,164.73
ORD-0003214,189,1,45.24,45.24
ORD-0003215,12660,3,11.6,34.8
ORD-0003215,10958,3,21.05,63.15
ORD-0003216,8003,1,81.63,81.63
ORD-0003216,14911,1,67.98,67.98
ORD-0003216,8302,2,86.64,173.28
ORD-0003216,11632,2,129.87,259.74
ORD-0003216,11266,1,87,87
ORD-0003217,2841,2,52.86,105.72
ORD-0003217,4368,3,33.2,99.6
ORD-0003218,11433,1,30.37,30.37
ORD-0003219,4118,1,147.85,147.85
ORD-0003219,8493,2,103.9,207.8
ORD-0003219,13161,1,14.8,14.8
ORD-0003220,9195,1,147.17,147.17
