OrderID,SalesPersonID,CustomerID,OrderDate,ShipDate,ShippingMethod,ShipMethodID,PaymentMethodID,Freight,TotalSubTotal,TotalTax/Order,TotalDue
ORD-0004716,26,2175,10-06-24,17-06-24,Standard Shipping,1,2,5,262.74,18.39,286.13
ORD-0004717,20,29,20-10-23,27-10-23,Standard Shipping,1,1,5,157.89,11.05,173.94
ORD-0004718,25,467,04-04-24,11-04-24,Standard Shipping,1,2,5,400.92,28.07,433.99
ORD-0004719,28,932,09-07-23,16-07-23,Standard Shipping,1,2,5,906.83,63.48,975.31
ORD-0004720,1,302,08-08-23,15-08-23,Standard Shipping,1,1,5,401.4,28.1,434.5
ORD-0004721,25,3215,02-03-24,02-03-24,Pickup,3,1,0,1089.32,76.26,1165.58
ORD-0004722,12,1605,23-02-24,26-02-24,Express Shipping,2,2,15,370.06,25.9,410.96
ORD-0004723,12,3443,24-06-23,01-07-23,Standard Shipping,1,2,5,719.2,50.35,774.55
ORD-0004724,1,2429,24-02-23,03-03-23,Standard Shipping,1,2,5,283.17,19.83,308
ORD-0004725,5,1487,07-04-24,10-04-24,Express Shipping,2,1,15,682.55,47.78,745.33
ORD-0004726,24,134,17-12-24,24-12-24,Standard Shipping,1,2,5,622.02,43.54,670.56
ORD-0004727,26,3470,04-03-24,07-03-24,Express Shipping,2,2,15,469.84,32.89,517.73
ORD-0004728,27,3489,05-08-24,12-08-24,Standard Shipping,1,2,5,495.81,34.7,535.51
ORD-0004729,17,1024,02-09-23,09-09-23,Standard Shipping,1,1,5,88.21,6.17,99.38
ORD-0004730,9,254,26-03-23,02-04-23,Standard Shipping,1,1,5,622.38,43.56,670.94
ORD-0004731,24,934,05-01-24,12-01-24,Standard Shipping,1,1,5,410.49,28.73,444.22
ORD-0004732,20,1378,24-07-24,31-07-24,Standard Shipping,1,2,5,261.95,18.34,285.29
ORD-0004733,27,811,12-11-24,19-11-24,Standard Shipping,1,2,5,495.45,34.69,535.14
ORD-0004734,1,1026,29-06-24,06-07-24,Standard Shipping,1,1,5,340.66,23.84,369.5
ORD-0004735,6,1507,06-11-23,13-11-23,Standard Shipping,1,1,5,647.34,45.31,697.65
ORD-0004736,5,3129,25-09-23,02-10-23,Standard Shipping,1,2,5,947.48,66.33,1018.81
ORD-0004737,3,1059,14-12-23,21-12-23,Standard Shipping,1,2,5,148.77,10.42,164.19
ORD-0004738,30,2843,06-01-24,13-01-24,Standard Shipping,1,2,5,207.72,14.54,227.26
ORD-0004739,17,168,23-02-24,01-03-24,Standard Shipping,1,2,5,155.81,10.9,171.71
ORD-0004740,10,2545,08-11-23,15-11-23,Standard Shipping,1,1,5,74.68,5.23,84.91
ORD-0004741,30,697,21-11-24,28-11-24,Standard Shipping,1,1,5,132.21,9.25,146.46
ORD-0004742,9,1330,17-01-24,24-01-24,Standard Shipping,1,1,5,106.02,7.42,118.44
ORD-0004743,15,593,04-03-23,04-03-23,Pickup,3,1,0,539.8,37.78,577.58
ORD-0004744,10,573,01-03-23,08-03-23,Standard Shipping,1,1,5,138.75,9.71,153.46
ORD-0004745,27,1491,02-10-24,09-10-24,Standard Shipping,1,1,5,116.05,8.13,129.18
ORD-0004746,3,346,24-07-23,27-07-23,Express Shipping,2,1,15,754.8,52.84,822.64
ORD-0004747,1,3177,29-05-23,05-06-23,Standard Shipping,1,1,5,335.31,23.47,363.78
ORD-0004748,28,686,19-09-23,26-09-23,Standard Shipping,1,1,5,574.14,40.19,619.33
ORD-0004749,14,2311,13-06-23,20-06-23,Standard Shipping,1,2,5,1079.36,75.56,1159.92
ORD-0004750,8,1100,10-01-23,13-01-23,Express Shipping,2,1,15,347.07,24.29,386.36
ORD-0004751,13,869,17-01-24,24-01-24,Standard Shipping,1,1,5,201.15,14.08,220.23
ORD-0004752,13,1476,30-05-24,06-06-24,Standard Shipping,1,2,5,268.21,18.77,291.98
ORD-0004753,11,755,25-11-23,02-12-23,Standard Shipping,1,2,5,382.25,26.75,414
ORD-0004754,8,3254,20-07-24,27-07-24,Standard Shipping,1,2,5,638.8,44.72,688.52
ORD-0004755,11,1172,22-05-23,25-05-23,Express Shipping,2,1,15,453.03,31.72,499.75
ORD-0004756,4,2243,04-11-23,04-11-23,Pickup,3,1,0,93.69,6.55,100.24
ORD-0004757,30,1358,14-05-23,17-05-23,Express Shipping,2,2,15,576.1,40.33,631.43
ORD-0004758,21,3164,25-02-23,04-03-23,Standard Shipping,1,2,5,100.41,7.03,112.44
ORD-0004759,15,2257,19-07-24,22-07-24,Express Shipping,2,2,15,316.84,22.18,354.02
ORD-0004760,4,905,03-04-23,06-04-23,Express Shipping,2,1,15,456.75,31.97,503.72
ORD-0004761,7,1325,25-05-24,01-06-24,Standard Shipping,1,2,5,500.53,35.04,540.57
ORD-0004762,20,821,26-01-24,02-02-24,Standard Shipping,1,1,5,220.38,15.43,240.81
ORD-0004763,16,1329,25-04-24,02-05-24,Standard Shipping,1,1,5,507.81,35.55,548.36
ORD-0004764,1,2349,19-08-23,22-08-23,Express Shipping,2,2,15,620.01,43.4,678.41
ORD-0004765,5,1061,10-09-23,17-09-23,Standard Shipping,1,1,5,742.09,51.94,799.03
ORD-0004766,19,3114,20-12-23,27-12-23,Standard Shipping,1,1,5,653.79,45.77,704.56
ORD-0004767,16,1622,29-03-24,01-04-24,Express Shipping,2,2,15,312.95,21.91,349.86
ORD-0004768,20,1312,08-04-23,11-04-23,Express Shipping,2,2,15,788.05,55.17,858.22
ORD-0004769,10,1010,06-09-24,13-09-24,Standard Shipping,1,2,5,272.28,19.06,296.34
ORD-0004770,7,708,20-11-24,27-11-24,Standard Shipping,1,1,5,103.5,7.25,115.75
ORD-0004771,6,219,27-09-24,04-10-24,Standard Shipping,1,1,5,105.03,7.35,117.38
ORD-0004772,30,1950,25-10-23,01-11-23,Standard Shipping,1,1,5,43.52,3.05,51.57
ORD-0004773,18,1689,25-12-23,25-12-23,Pickup,3,2,0,738.75,51.71,790.46
ORD-0004774,11,34,07-06-24,14-06-24,Standard Shipping,1,1,5,411.94,28.83,445.77
ORD-0004775,27,831,10-04-23,10-04-23,Pickup,3,1,0,200.83,14.06,214.89
ORD-0004776,15,299,25-12-23,25-12-23,Pickup,3,1,0,264.13,18.5,282.63
ORD-0004777,30,2143,09-04-23,16-04-23,Standard Shipping,1,1,5,148.29,10.38,163.67
ORD-0004778,28,276,03-07-23,10-07-23,Standard Shipping,1,2,5,278.31,19.48,302.79
ORD-0004779,28,227,30-04-23,30-04-23,Pickup,3,1,0,249.24,17.45,266.69
ORD-0004780,3,2989,18-11-24,25-11-24,Standard Shipping,1,2,5,1158.3,81.09,1244.39
ORD-0004781,18,1627,21-03-23,24-03-23,Express Shipping,2,1,15,781.87,54.73,851.6
ORD-0004782,24,1779,14-08-23,17-08-23,Express Shipping,2,1,15,684.19,47.89,747.08
ORD-0004783,21,3430,07-05-24,14-05-24,Standard Shipping,1,2,5,995.39,69.69,1070.08
ORD-0004784,5,96,07-04-23,14-04-23,Standard Shipping,1,2,5,100.86,7.06,112.92
ORD-0004785,2,918,26-10-23,02-11-23,Standard Shipping,1,2,5,1008.24,70.57,1083.81
ORD-0004786,17,2674,07-12-24,14-12-24,Standard Shipping,1,2,5,229.75,16.08,250.83
ORD-0004787,3,413,16-01-24,23-01-24,Standard Shipping,1,1,5,201.52,14.11,220.63
ORD-0004788,17,2478,20-07-24,27-07-24,Standard Shipping,1,2,5,773.65,54.17,832.82
ORD-0004789,18,2372,12-03-23,19-03-23,Standard Shipping,1,2,5,474.65,33.22,512.87
ORD-0004790,30,967,23-03-23,30-03-23,Standard Shipping,1,1,5,501.08,35.07,541.15
ORD-0004791,24,1923,26-03-23,26-03-23,Pickup,3,1,0,543.58,38.05,581.63
ORD-0004792,12,176,02-01-23,09-01-23,Standard Shipping,1,2,5,115.68,8.1,128.78
ORD-0004793,19,2596,23-02-23,02-03-23,Standard Shipping,1,1,5,706.03,49.42,760.45
ORD-0004794,9,3134,18-08-23,25-08-23,Standard Shipping,1,1,5,602.68,42.19,649.87
ORD-0004795,9,959,15-10-24,22-10-24,Standard Shipping,1,2,5,161,11.27,177.27
ORD-0004796,2,880,27-09-23,04-10-23,Standard Shipping,1,1,5,215.21,15.07,235.28
ORD-0004797,12,649,01-04-23,08-04-23,Standard Shipping,1,1,5,959.95,67.2,1032.15
ORD-0004798,19,3372,03-01-23,06-01-23,Express Shipping,2,2,15,655.03,45.85,715.88
ORD-0004799,21,434,09-01-24,16-01-24,Standard Shipping,1,1,5,329.34,23.05,357.39
ORD-0004800,10,1822,10-12-24,17-12-24,Standard Shipping,1,2,5,42.74,2.99,50.73
ORD-0004801,7,2454,16-02-24,19-02-24,Express Shipping,2,2,15,16.17,1.13,32.3
ORD-0004802,18,153,19-09-24,26-09-24,Standard Shipping,1,2,5,457.62,32.03,494.65
ORD-0004803,24,3013,09-12-24,09-12-24,Pickup,3,2,0,501.91,35.13,537.04
ORD-0004804,25,2147,03-04-23,10-04-23,Standard Shipping,1,2,5,308.73,21.61,335.34
ORD-0004805,21,2560,22-05-23,29-05-23,Standard Shipping,1,1,5,116.12,8.13,129.25
ORD-0004806,15,1409,02-08-24,02-08-24,Pickup,3,2,0,294.88,20.64,315.52
ORD-0004807,30,3341,12-12-23,15-12-23,Express Shipping,2,2,15,540.49,37.83,593.32
ORD-0004808,1,2171,05-02-23,12-02-23,Standard Shipping,1,1,5,736.61,51.56,793.17
ORD-0004809,21,2757,05-09-24,12-09-24,Standard Shipping,1,1,5,320.16,22.4,347.56
ORD-0004810,30,1108,01-07-23,08-07-23,Standard Shipping,1,2,5,568.42,39.79,613.21
ORD-0004811,16,557,11-05-24,18-05-24,Standard Shipping,1,1,5,32.52,2.28,39.8
ORD-0004812,17,3183,17-06-23,24-06-23,Standard Shipping,1,1,5,654.45,45.82,705.27
ORD-0004813,22,3184,02-08-24,09-08-24,Standard Shipping,1,1,5,225.06,15.75,245.81
ORD-0004814,21,3519,21-06-24,28-06-24,Standard Shipping,1,1,5,915.05,64.06,984.11
ORD-0004815,11,1882,09-10-24,12-10-24,Express Shipping,2,1,15,117.17,8.2,140.37
ORD-0004816,4,2353,19-06-23,26-06-23,Standard Shipping,1,2,5,728.12,50.96,784.08
ORD-0004817,6,632,06-08-24,13-08-24,Standard Shipping,1,1,5,557.73,39.04,601.77
ORD-0004818,5,1986,18-12-23,25-12-23,Standard Shipping,1,2,5,772.25,54.05,831.3
ORD-0004819,19,1130,09-01-24,16-01-24,Standard Shipping,1,1,5,271.89,19.03,295.92
ORD-0004820,13,1935,07-04-23,07-04-23,Pickup,3,2,0,274.76,19.23,293.99
ORD-0004821,21,28,04-09-24,07-09-24,Express Shipping,2,1,15,128.34,8.98,152.32
ORD-0004822,8,2053,21-03-23,28-03-23,Standard Shipping,1,1,5,884.8,61.93,951.73
ORD-0004823,12,2913,07-02-24,14-02-24,Standard Shipping,1,2,5,964.16,67.49,1036.65
ORD-0004824,19,1096,20-04-24,27-04-24,Standard Shipping,1,2,5,340.42,23.83,369.25
ORD-0004825,8,949,24-01-24,31-01-24,Standard Shipping,1,2,5,582.49,40.78,628.27
ORD-0004826,12,1450,19-04-23,26-04-23,Standard Shipping,1,2,5,761.82,53.33,820.15
ORD-0004827,24,2983,02-10-24,09-10-24,Standard Shipping,1,1,5,380.76,26.65,412.41
ORD-0004828,11,400,14-06-23,21-06-23,Standard Shipping,1,2,5,897.24,62.81,965.05
ORD-0004829,13,340,30-03-24,30-03-24,Pickup,3,2,0,408.5,28.59,437.09
ORD-0004830,19,2367,18-05-23,25-05-23,Standard Shipping,1,1,5,178.48,12.49,195.97
ORD-0004831,16,349,18-03-24,25-03-24,Standard Shipping,1,2,5,402.75,28.19,435.94
ORD-0004832,2,1418,21-10-24,28-10-24,Standard Shipping,1,1,5,278.96,19.53,303.49
ORD-0004833,28,3165,05-01-24,08-01-24,Express Shipping,2,1,15,92.61,6.48,114.09
ORD-0004834,10,1560,13-04-24,20-04-24,Standard Shipping,1,2,5,976.96,68.38,1050.34
ORD-0004835,30,2937,06-11-24,06-11-24,Pickup,3,2,0,298.99,20.93,319.92
ORD-0004836,21,1671,03-05-24,10-05-24,Standard Shipping,1,1,5,655.91,45.91,706.82
ORD-0004837,30,2798,20-01-23,27-01-23,Standard Shipping,1,1,5,768.3,53.78,827.08
ORD-0004838,18,711,12-07-23,19-07-23,Standard Shipping,1,1,5,172.68,12.09,189.77
ORD-0004839,15,3312,27-04-24,04-05-24,Standard Shipping,1,2,5,570.6,39.94,615.54
ORD-0004840,12,884,08-06-24,15-06-24,Standard Shipping,1,1,5,615.34,43.07,663.41
ORD-0004841,26,133,18-03-24,25-03-24,Standard Shipping,1,1,5,847.47,59.32,911.79
ORD-0004842,29,2962,17-08-24,24-08-24,Standard Shipping,1,1,5,62.66,4.39,72.05
ORD-0004843,25,729,25-06-23,02-07-23,Standard Shipping,1,2,5,712.77,49.89,767.66
ORD-0004844,21,2214,05-08-24,08-08-24,Express Shipping,2,1,15,693.86,48.58,757.44
ORD-0004845,18,3376,11-03-24,18-03-24,Standard Shipping,1,2,5,613.13,42.92,661.05
ORD-0004846,25,1045,20-08-24,23-08-24,Express Shipping,2,2,15,188.92,13.22,217.14
ORD-0004847,18,846,16-09-24,23-09-24,Standard Shipping,1,1,5,668.08,46.77,719.85
ORD-0004848,4,1583,02-02-24,05-02-24,Express Shipping,2,1,15,484.29,33.9,533.19
ORD-0004849,2,807,31-03-23,07-04-23,Standard Shipping,1,1,5,293.86,20.57,319.43
ORD-0004850,19,4,21-08-23,28-08-23,Standard Shipping,1,1,5,955.49,66.89,1027.38
ORD-0004851,6,1797,30-05-23,02-06-23,Express Shipping,2,1,15,171.95,12.04,198.99
ORD-0004852,4,1958,24-12-24,31-12-24,Standard Shipping,1,1,5,436.46,30.55,472.01
ORD-0004853,11,1985,08-01-23,15-01-23,Standard Shipping,1,1,5,472.12,33.06,510.18
ORD-0004854,26,2185,31-07-23,07-08-23,Standard Shipping,1,1,5,27.31,1.91,34.22
ORD-0004855,25,104,23-01-23,30-01-23,Standard Shipping,1,2,5,539.13,37.74,581.87
ORD-0004856,18,2481,03-01-24,10-01-24,Standard Shipping,1,2,5,499.06,34.94,539
ORD-0004857,25,3349,04-04-23,07-04-23,Express Shipping,2,1,15,394.12,27.59,436.71
ORD-0004858,14,1657,01-01-24,08-01-24,Standard Shipping,1,2,5,576.38,40.34,621.72
ORD-0004859,12,346,24-04-23,01-05-23,Standard Shipping,1,1,5,393.98,27.58,426.56
ORD-0004860,8,1970,20-08-24,27-08-24,Standard Shipping,1,2,5,478.26,33.47,516.73
ORD-0004861,15,744,26-02-24,04-03-24,Standard Shipping,1,2,5,770.59,53.94,829.53
ORD-0004862,3,1612,04-02-23,04-02-23,Pickup,3,1,0,294.28,20.6,314.88
ORD-0004863,18,1532,25-09-23,25-09-23,Pickup,3,2,0,248.1,17.37,265.47
ORD-0004864,10,3509,23-09-23,26-09-23,Express Shipping,2,2,15,775.08,54.25,844.33
ORD-0004865,19,1042,27-01-24,27-01-24,Pickup,3,2,0,268.89,18.82,287.71
ORD-0004866,12,3263,24-03-23,31-03-23,Standard Shipping,1,2,5,395.3,27.67,427.97
ORD-0004867,5,206,27-10-23,03-11-23,Standard Shipping,1,2,5,518.39,36.29,559.68
ORD-0004868,2,1635,23-05-24,30-05-24,Standard Shipping,1,2,5,730.3,51.13,786.43
ORD-0004869,25,2428,21-02-23,24-02-23,Express Shipping,2,1,15,927.54,64.94,1007.48
ORD-0004870,3,3381,06-02-24,13-02-24,Standard Shipping,1,2,5,1074.51,75.21,1154.72
ORD-0004871,16,2066,09-12-23,16-12-23,Standard Shipping,1,1,5,280.58,19.64,305.22
ORD-0004872,2,597,01-03-23,04-03-23,Express Shipping,2,1,15,491.85,34.42,541.27
ORD-0004873,4,2607,05-09-24,12-09-24,Standard Shipping,1,2,5,154.28,10.8,170.08
ORD-0004874,20,2664,20-12-24,23-12-24,Express Shipping,2,2,15,130.64,9.14,154.78
ORD-0004875,19,1325,07-11-24,14-11-24,Standard Shipping,1,1,5,260.97,18.27,284.24
ORD-0004876,18,1084,28-03-24,28-03-24,Pickup,3,2,0,778.4,54.49,832.89
ORD-0004877,22,1680,05-10-24,08-10-24,Express Shipping,2,2,15,574.58,40.22,629.8
ORD-0004878,5,1892,26-07-24,02-08-24,Standard Shipping,1,1,5,275.69,19.3,299.99
ORD-0004879,18,729,19-07-24,26-07-24,Standard Shipping,1,1,5,430.68,30.15,465.83
ORD-0004880,7,2888,24-06-24,24-06-24,Pickup,3,2,0,481.84,33.72,515.56
ORD-0004881,25,2185,10-04-23,17-04-23,Standard Shipping,1,2,5,196.48,13.75,215.23
ORD-0004882,20,1459,18-11-23,25-11-23,Standard Shipping,1,2,5,273.98,19.18,298.16
ORD-0004883,21,2685,31-05-23,07-06-23,Standard Shipping,1,2,5,89.6,6.27,100.87
ORD-0004884,23,1233,04-10-24,04-10-24,Pickup,3,1,0,626.16,43.83,669.99
ORD-0004885,3,328,28-04-23,05-05-23,Standard Shipping,1,2,5,620.4,43.43,668.83
ORD-0004886,26,837,29-09-24,29-09-24,Pickup,3,2,0,100.59,7.04,107.63
ORD-0004887,26,3084,09-02-24,12-02-24,Express Shipping,2,2,15,132.24,9.26,156.5
ORD-0004888,24,542,04-01-24,04-01-24,Pickup,3,1,0,284.73,19.93,304.66
ORD-0004889,15,548,24-07-24,27-07-24,Express Shipping,2,2,15,828.3,57.98,901.28
ORD-0004890,23,1904,31-05-23,07-06-23,Standard Shipping,1,2,5,580.56,40.64,626.2
ORD-0004891,15,2967,11-07-24,18-07-24,Standard Shipping,1,1,5,137.28,9.6,151.88
ORD-0004892,6,2596,17-02-23,24-02-23,Standard Shipping,1,1,5,761.5,53.3,819.8
ORD-0004893,12,2262,05-10-24,05-10-24,Pickup,3,2,0,297.22,20.81,318.03
ORD-0004894,29,225,20-07-24,23-07-24,Express Shipping,2,2,15,572.65,40.09,627.74
ORD-0004895,25,1416,16-05-23,23-05-23,Standard Shipping,1,1,5,979.07,68.53,1052.6
ORD-0004896,8,2590,07-01-24,14-01-24,Standard Shipping,1,2,5,696.51,48.76,750.27
ORD-0004897,18,2251,09-02-23,16-02-23,Standard Shipping,1,1,5,658.67,46.1,709.77
ORD-0004898,3,342,31-10-24,07-11-24,Standard Shipping,1,2,5,105.84,7.41,118.25
ORD-0004899,19,125,28-03-24,04-04-24,Standard Shipping,1,1,5,152.11,10.65,167.76
ORD-0004900,2,975,27-02-24,05-03-24,Standard Shipping,1,2,5,609.12,42.64,656.76
ORD-0004901,27,310,05-11-23,08-11-23,Express Shipping,2,1,15,71.27,4.99,91.26
ORD-0004902,7,1397,13-12-23,20-12-23,Standard Shipping,1,2,5,344,24.08,373.08
ORD-0004903,19,2735,11-02-24,18-02-24,Standard Shipping,1,2,5,226.77,15.88,247.65
ORD-0004904,25,1920,19-09-23,26-09-23,Standard Shipping,1,2,5,99.11,6.94,111.05
ORD-0004905,26,114,16-04-23,23-04-23,Standard Shipping,1,1,5,129.59,9.07,143.66
ORD-0004906,13,3400,06-03-24,13-03-24,Standard Shipping,1,2,5,63.54,4.45,72.99
ORD-0004907,25,143,20-08-24,27-08-24,Standard Shipping,1,1,5,557.19,39.01,601.2
ORD-0004908,25,2669,12-08-23,19-08-23,Standard Shipping,1,1,5,300.1,21.01,326.11
ORD-0004909,18,2713,14-01-23,21-01-23,Standard Shipping,1,2,5,273.93,19.18,298.11
ORD-0004910,18,2622,19-03-24,22-03-24,Express Shipping,2,2,15,571.81,40.04,626.85
ORD-0004911,3,3277,23-11-24,30-11-24,Standard Shipping,1,1,5,241.68,16.92,263.6
ORD-0004912,18,941,30-11-23,07-12-23,Standard Shipping,1,1,5,642.72,44.99,692.71
ORD-0004913,2,791,28-01-23,04-02-23,Standard Shipping,1,2,5,587.74,41.14,633.88
ORD-0004914,24,907,15-03-23,22-03-23,Standard Shipping,1,2,5,176.26,12.34,193.6
ORD-0004915,1,158,08-08-24,15-08-24,Standard Shipping,1,2,5,635.26,44.47,684.73
ORD-0004916,16,1052,27-05-24,03-06-24,Standard Shipping,1,1,5,418.91,29.32,453.23
ORD-0004917,11,2963,05-05-23,12-05-23,Standard Shipping,1,1,5,731.23,51.19,787.42
ORD-0004918,26,3428,30-05-23,06-06-23,Standard Shipping,1,1,5,914.05,63.98,983.03
ORD-0004919,20,1456,06-01-23,09-01-23,Express Shipping,2,1,15,620.55,43.44,678.99
ORD-0004920,30,133,23-07-24,30-07-24,Standard Shipping,1,2,5,800.75,56.05,861.8
ORD-0004921,10,59,17-05-24,24-05-24,Standard Shipping,1,2,5,398.24,27.87,431.11
ORD-0004922,16,513,15-04-23,22-04-23,Standard Shipping,1,1,5,63.09,4.42,72.51
ORD-0004923,3,1878,14-05-24,21-05-24,Standard Shipping,1,1,5,295.71,20.7,321.41
ORD-0004924,30,145,10-11-24,17-11-24,Standard Shipping,1,2,5,716.19,50.13,771.32
ORD-0004925,10,33,22-10-23,29-10-23,Standard Shipping,1,1,5,854.82,59.83,919.65
ORD-0004926,4,762,25-08-24,25-08-24,Pickup,3,2,0,477.2,33.4,510.6
ORD-0004927,8,1701,28-12-23,31-12-23,Express Shipping,2,2,15,773.59,54.15,842.74
ORD-0004928,28,2292,13-09-24,20-09-24,Standard Shipping,1,2,5,697.94,48.86,751.8
ORD-0004929,9,374,21-05-24,21-05-24,Pickup,3,2,0,351.67,24.62,376.29
ORD-0004930,13,1175,21-12-24,28-12-24,Standard Shipping,1,2,5,313.59,21.96,340.55
ORD-0004931,27,1771,13-07-23,16-07-23,Express Shipping,2,1,15,92.6,6.48,114.08
ORD-0004932,17,3182,29-04-23,06-05-23,Standard Shipping,1,2,5,601.12,42.08,648.2
ORD-0004933,10,1876,06-05-23,13-05-23,Standard Shipping,1,1,5,868.58,60.81,934.39
ORD-0004934,21,265,10-08-24,13-08-24,Express Shipping,2,1,15,303.35,21.23,339.58
ORD-0004935,15,687,16-04-23,23-04-23,Standard Shipping,1,1,5,921.1,64.48,990.58
ORD-0004936,23,2804,24-06-23,01-07-23,Standard Shipping,1,2,5,704.61,49.33,758.94
ORD-0004937,29,3085,08-05-23,08-05-23,Pickup,3,1,0,211.95,14.84,226.79
ORD-0004938,8,1715,14-01-23,21-01-23,Standard Shipping,1,1,5,325.71,22.8,353.51
ORD-0004939,7,1472,29-01-23,05-02-23,Standard Shipping,1,2,5,569.56,39.87,614.43
ORD-0004940,26,3094,06-03-24,13-03-24,Standard Shipping,1,2,5,178,12.46,195.46
ORD-0004941,20,1104,18-07-24,25-07-24,Standard Shipping,1,2,5,475.72,33.31,514.03
ORD-0004942,28,1779,09-12-24,16-12-24,Standard Shipping,1,2,5,567.38,39.72,612.1
ORD-0004943,17,2574,15-12-24,22-12-24,Standard Shipping,1,2,5,803.36,56.24,864.6
ORD-0004944,24,1105,05-09-24,12-09-24,Standard Shipping,1,2,5,225.09,15.76,245.85
ORD-0004945,10,262,28-05-23,31-05-23,Express Shipping,2,2,15,242.46,16.97,274.43
ORD-0004946,4,534,18-10-23,25-10-23,Standard Shipping,1,2,5,817.4,57.23,879.63
ORD-0004947,28,1810,13-07-23,20-07-23,Standard Shipping,1,2,5,779.94,54.59,839.53
ORD-0004948,12,2886,25-12-24,28-12-24,Express Shipping,2,1,15,22.03,1.54,38.57
ORD-0004949,4,2174,16-03-23,16-03-23,Pickup,3,1,0,446.84,31.28,478.12
ORD-0004950,24,3269,17-04-24,24-04-24,Standard Shipping,1,2,5,430.51,30.14,465.65
ORD-0004951,7,2726,01-02-24,08-02-24,Standard Shipping,1,2,5,226.03,15.82,246.85
ORD-0004952,20,2320,08-04-23,08-04-23,Pickup,3,2,0,943.41,66.05,1009.46
ORD-0004953,30,1595,08-03-24,08-03-24,Pickup,3,2,0,347.69,24.34,372.03
ORD-0004954,17,2134,11-08-24,18-08-24,Standard Shipping,1,2,5,125.91,8.81,139.72
ORD-0004955,20,1523,10-12-23,17-12-23,Standard Shipping,1,1,5,556.95,39,600.95
ORD-0004956,8,1302,02-06-23,09-06-23,Standard Shipping,1,2,5,82.44,5.77,93.21
ORD-0004957,6,1989,08-12-24,15-12-24,Standard Shipping,1,1,5,967.37,67.73,1040.1
ORD-0004958,21,846,18-06-24,18-06-24,Pickup,3,2,0,640.82,44.86,685.68
ORD-0004959,1,3538,13-07-24,20-07-24,Standard Shipping,1,2,5,444.87,31.14,481.01
ORD-0004960,27,2255,28-08-23,04-09-23,Standard Shipping,1,2,5,599.15,41.94,646.09
ORD-0004961,30,137,13-07-23,20-07-23,Standard Shipping,1,2,5,753.41,52.74,811.15
ORD-0004962,15,542,03-06-24,10-06-24,Standard Shipping,1,1,5,668.2,46.77,719.97
ORD-0004963,17,2409,06-12-23,09-12-23,Express Shipping,2,1,15,419.05,29.33,463.38
ORD-0004964,13,152,29-02-24,07-03-24,Standard Shipping,1,2,5,449.55,31.47,486.02
ORD-0004965,3,1772,08-09-23,15-09-23,Standard Shipping,1,1,5,540.4,37.83,583.23
ORD-0004966,24,1231,01-08-23,04-08-23,Express Shipping,2,1,15,417.6,29.23,461.83
ORD-0004967,10,1032,05-05-23,12-05-23,Standard Shipping,1,2,5,745.3,52.17,802.47
ORD-0004968,14,3351,19-02-24,26-02-24,Standard Shipping,1,1,5,582.07,40.74,627.81
ORD-0004969,26,3443,31-10-24,07-11-24,Standard Shipping,1,1,5,165.69,11.6,182.29
ORD-0004970,26,2796,27-08-23,27-08-23,Pickup,3,2,0,512.42,35.87,548.29
ORD-0004971,23,1626,26-01-24,02-02-24,Standard Shipping,1,1,5,147.76,10.34,163.1
ORD-0004972,14,1158,08-07-24,15-07-24,Standard Shipping,1,1,5,429.64,30.08,464.72
ORD-0004973,11,645,12-10-24,19-10-24,Standard Shipping,1,2,5,279,19.53,303.53
ORD-0004974,8,1772,27-10-24,30-10-24,Express Shipping,2,1,15,483.27,33.83,532.1
ORD-0004975,4,1818,16-09-24,19-09-24,Express Shipping,2,1,15,104.28,7.3,126.58
ORD-0004976,8,1025,05-11-24,12-11-24,Standard Shipping,1,1,5,232.7,16.29,253.99
ORD-0004977,5,948,14-08-23,21-08-23,Standard Shipping,1,2,5,700.96,49.06,755.02
ORD-0004978,14,411,15-08-24,18-08-24,Express Shipping,2,1,15,266.67,18.66,300.33
ORD-0004979,30,1370,11-09-23,14-09-23,Express Shipping,2,1,15,228.21,15.97,259.18
ORD-0004980,13,1454,15-04-23,15-04-23,Pickup,3,1,0,1250.37,87.52,1337.89
ORD-0004981,2,2883,18-04-23,21-04-23,Express Shipping,2,1,15,375.57,26.29,416.86
ORD-0004982,24,2158,03-12-23,10-12-23,Standard Shipping,1,2,5,895.38,62.68,963.06
ORD-0004983,3,3096,27-02-23,06-03-23,Standard Shipping,1,1,5,1228,85.97,1318.97
ORD-0004984,21,3339,23-09-24,30-09-24,Standard Shipping,1,1,5,630.49,44.13,679.62
ORD-0004985,23,1392,21-08-24,24-08-24,Express Shipping,2,2,15,210.17,14.71,239.88
ORD-0004986,6,2819,28-07-24,04-08-24,Standard Shipping,1,1,5,845.23,59.16,909.39
ORD-0004987,1,1641,18-02-23,25-02-23,Standard Shipping,1,2,5,296.38,20.75,322.13
ORD-0004988,1,1970,27-05-24,03-06-24,Standard Shipping,1,2,5,236.81,16.58,258.39
ORD-0004989,9,3,03-09-24,10-09-24,Standard Shipping,1,1,5,897.99,62.86,965.85
ORD-0004990,8,975,01-06-24,08-06-24,Standard Shipping,1,1,5,511.06,35.77,551.83
ORD-0004991,25,2695,01-05-23,08-05-23,Standard Shipping,1,2,5,33,2.31,40.31
ORD-0004992,26,1781,11-01-24,18-01-24,Standard Shipping,1,2,5,647.85,45.35,698.2
