ProductID,ProductName,Brand,SubCategoryID,UsageFrequency,UnitPrice,Rating,NumberOfReviews,ProductSize,SkinType,GenderTarget,PackagingType,MainIngredient,CrueltyFree2,CountryOfOrigin
3723,Super Setting Spray,Pat McGrath Labs,14,Daily,30.1,4.2,162,50ml,Normal,Unisex,Tube,Hyaluronic Acid,1,Australia
3724,Magic Makeup Remover,Patrick Ta,11,Weekly,112.44,4.6,2560,200ml,Combination,Male,Jar,Aloe Vera,0,South Korea
3725,Magic Foundation,Bobby Brown,21,Weekly,102.24,2.6,2299,250ml,Oily,Female,Jar,Glycerin,1,USA
3726,Divine CC Cream,Milk Makeup,14,Daily,52.49,3,8779,200ml,Dry,Female,Compact,Vitamin C,1,Australia
3727,Ultra Setting Spray,Kylie Cosmetics,21,Weekly,105.18,4.4,5782,200ml,Normal,Male,Jar,Retinol,0,USA
3728,Ultra Highlighter,Becca,12,Occasional,46.93,2.9,6537,150ml,Oily,Female,Stick,Retinol,0,Italy
3729,Super Setting Spray,Ilia Beauty,3,Daily,105.22,1.5,944,150ml,Dry,Male,Bottle,Salicylic Acid,0,South Korea
3730,Magic Powder,KVD Beauty,1,Daily,84.74,3.2,5313,100ml,Normal,Female,Spray,Shea Butter,1,Japan
3731,Ultra Bronzer,Hourglass,10,Weekly,13.18,3.2,1888,150ml,Combination,Female,Spray,Hyaluronic Acid,0,Japan
3732,Super Lip Liner,Anastasia Beverly Hills,7,Daily,93.5,4.7,7137,30ml,Dry,Unisex,Stick,Aloe Vera,0,South Korea
3733,Divine Bronzer,Danessa Myricks,17,Occasional,102.97,3.5,2210,250ml,Normal,Male,Compact,Salicylic Acid,1,South Korea
3734,Divine Lip Liner,NARS,18,Daily,67.5,4.1,4270,100ml,Normal,Unisex,Jar,Retinol,0,France
3735,Perfect Primer,Bite Beauty,15,Weekly,18.38,3.3,3953,150ml,Combination,Unisex,Jar,Aloe Vera,0,Japan
3736,Super Mascara,Kylie Cosmetics,20,Occasional,113.72,2.1,496,250ml,Oily,Male,Stick,Vitamin C,0,Australia
3737,Divine Cleanser,Yves Saint Laurent,19,Monthly,142.26,1.8,5040,100ml,Combination,Female,Tube,Hyaluronic Acid,1,Australia
3738,Perfect CC Cream,Laura Mercier,13,Weekly,18.23,3.2,5697,250ml,Combination,Female,Bottle,Shea Butter,0,Japan
3739,Perfect Moisturizer,Sisley,20,Daily,50.53,1,6607,30ml,Combination,Unisex,Spray,Hyaluronic Acid,0,Australia
3740,Ultra Concealer,Perricone MD,21,Weekly,23.91,3.2,4628,50ml,Oily,Female,Compact,Salicylic Acid,1,Germany
3741,Super Makeup Remover,Yves Saint Laurent,15,Weekly,71.63,4.9,511,100ml,Normal,Male,Jar,Vitamin C,1,UK
3742,Divine Lipstick,RMS Beauty,10,Occasional,129.57,4.6,7894,200ml,Dry,Female,Tube,Hyaluronic Acid,1,Japan
3743,Perfect Lip Gloss,ColourPop,15,Occasional,102.24,2.8,1956,250ml,Combination,Unisex,Compact,Retinol,1,Germany
3744,Perfect Lip Liner,Urban Decay,11,Weekly,120.07,4.8,3539,30ml,Normal,Female,Tube,Salicylic Acid,1,USA
3745,Magic Lip Gloss,Kylie Cosmetics,1,Daily,104.96,5,5290,250ml,Normal,Male,Spray,Salicylic Acid,1,Japan
3746,Ultra Exfoliator,Make Up For Ever,6,Monthly,135.59,2.6,9227,200ml,Normal,Male,Tube,Hyaluronic Acid,0,Italy
3747,Perfect Serum,Hourglass,20,Monthly,31.04,3.4,3097,50ml,Normal,Male,Tube,Vitamin C,1,Germany
3748,Perfect Face Mask,Glossier,3,Daily,24.84,3.1,1845,100ml,Oily,Male,Bottle,Retinol,0,France
3749,Magic Setting Spray,Bobby Brown,22,Daily,10.14,2.1,6976,200ml,Combination,Female,Stick,Aloe Vera,1,USA
3750,Super Moisturizer,Urban Decay,2,Monthly,43.3,4.6,4489,150ml,Oily,Unisex,Tube,Retinol,0,USA
3751,Ultra Mascara,Clinique,21,Occasional,57.87,2.9,9616,200ml,Sensitive,Female,Compact,Hyaluronic Acid,0,Australia
3752,Super Face Mask,Rare Beauty,23,Monthly,89.85,4.3,9096,250ml,Normal,Male,Spray,Glycerin,1,USA
3753,Super Powder,Bite Beauty,16,Weekly,71.32,3.9,862,30ml,Combination,Female,Tube,Glycerin,1,France
3754,Super Mascara,Farsali,11,Monthly,130.01,3.6,3256,200ml,Normal,Male,Spray,Shea Butter,1,Germany
3755,Divine Cleanser,Rare Beauty,19,Weekly,24.54,3.7,2503,250ml,Dry,Female,Tube,Glycerin,0,Germany
3756,Super Concealer,Juvia’s Place,5,Monthly,82.71,2.6,5886,30ml,Dry,Male,Tube,Salicylic Acid,0,Italy
3757,Ultra Highlighter,Juvia’s Place,5,Weekly,128.12,2.5,7680,100ml,Normal,Unisex,Compact,Glycerin,0,Australia
3758,Magic Cleanser,E.l.f.,9,Occasional,36.02,1.5,8031,100ml,Normal,Female,Jar,Retinol,1,France
3759,Super Contour,Kylie Cosmetics,9,Daily,93.15,1.1,734,200ml,Normal,Unisex,Spray,Aloe Vera,0,UK
3760,Super CC Cream,Drunk Elephant,9,Occasional,120.47,2.4,4286,250ml,Sensitive,Male,Bottle,Shea Butter,0,Italy
3761,Ultra Serum,Glossier,14,Monthly,142.97,2.6,6523,30ml,Normal,Unisex,Jar,Shea Butter,1,Italy
3762,Magic Contour,Yves Saint Laurent,8,Occasional,121.78,3.6,2532,100ml,Normal,Male,Compact,Aloe Vera,0,Germany
3763,Ultra Bronzer,Sisley,2,Daily,47.93,4.7,6094,50ml,Oily,Male,Spray,Aloe Vera,0,South Korea
3764,Super Contour,Natasha Denona,5,Weekly,121.93,1.1,6155,100ml,Dry,Unisex,Spray,Vitamin C,0,South Korea
3765,Divine Lipstick,Clinique,20,Monthly,130.14,1.4,3305,250ml,Sensitive,Female,Jar,Aloe Vera,1,Germany
3766,Ultra Eye Shadow,Kiehl’s,12,Daily,120.08,1.1,361,30ml,Normal,Female,Bottle,Aloe Vera,1,UK
3767,Ultra Lip Liner,Glossier,20,Daily,36.61,3.3,9906,200ml,Normal,Unisex,Stick,Vitamin C,0,Germany
3768,Ultra Makeup Remover,Drunk Elephant,20,Monthly,118.37,4.3,1044,200ml,Sensitive,Female,Spray,Aloe Vera,0,Italy
3769,Perfect Cleanser,Glossier,24,Daily,128.78,2.1,4636,50ml,Dry,Female,Tube,Retinol,1,UK
3770,Ultra CC Cream,Urban Decay,1,Occasional,43.97,2.1,3485,100ml,Sensitive,Female,Stick,Aloe Vera,0,UK
3771,Perfect Face Mask,Patrick Ta,12,Daily,131.23,1.6,4035,30ml,Normal,Unisex,Spray,Glycerin,0,France
3772,Magic Makeup Remover,E.l.f.,21,Daily,83.01,4,4320,50ml,Oily,Male,Compact,Salicylic Acid,0,Italy
3773,Super Primer,Yves Saint Laurent,20,Monthly,22.39,1.6,872,100ml,Oily,Unisex,Compact,Retinol,1,France
3774,Divine Face Oil,Bourjois,6,Occasional,48.07,1.4,3612,250ml,Sensitive,Female,Bottle,Vitamin C,0,Italy
3775,Perfect Lip Gloss,Clinique,18,Weekly,139.65,1.3,7394,150ml,Combination,Female,Jar,Shea Butter,0,Italy
3776,Perfect Mascara,Danessa Myricks,17,Occasional,11.84,3.5,5147,150ml,Oily,Female,Stick,Salicylic Acid,1,UK
3777,Divine Concealer,Tarte,18,Daily,37.95,2.6,1702,30ml,Normal,Female,Compact,Retinol,1,USA
3778,Divine Setting Spray,Glossier,10,Weekly,56.72,3.2,7901,250ml,Oily,Female,Bottle,Shea Butter,1,South Korea
3779,Ultra Blush,Becca,15,Monthly,115.46,3.1,2101,250ml,Normal,Female,Bottle,Salicylic Acid,0,Germany
3780,Divine Lip Liner,RMS Beauty,8,Monthly,10.76,2,3676,200ml,Combination,Male,Bottle,Hyaluronic Acid,0,Italy
3781,Magic Lipstick,Juvia’s Place,18,Occasional,140.28,4.2,9380,50ml,Oily,Female,Tube,Shea Butter,0,UK
3782,Divine Eye Shadow,Bite Beauty,24,Daily,48.35,1.7,8876,150ml,Sensitive,Female,Bottle,Retinol,0,Australia
3783,Perfect Makeup Remover,Tatcha,20,Monthly,63.7,3.3,9340,50ml,Dry,Male,Jar,Glycerin,0,Australia
3784,Super Lipstick,Becca,10,Weekly,113.83,2.7,2419,30ml,Combination,Unisex,Jar,Glycerin,1,Australia
3785,Perfect Blush,Drunk Elephant,3,Weekly,49.99,4.2,2626,100ml,Normal,Male,Tube,Vitamin C,1,Italy
3786,Super Lip Liner,Morphe,10,Weekly,64.42,1.7,4106,30ml,Oily,Unisex,Bottle,Retinol,1,Italy
3787,Ultra Foundation,Bourjois,9,Occasional,10.45,3,2141,250ml,Oily,Female,Jar,Aloe Vera,0,Japan
3788,Super Cleanser,Tarte,13,Weekly,80.75,1.6,5911,30ml,Oily,Male,Bottle,Shea Butter,1,Italy
3789,Ultra Powder,Bite Beauty,9,Monthly,85.26,3.9,5947,50ml,Sensitive,Unisex,Compact,Vitamin C,0,Germany
3790,Super Lip Gloss,Tarte,12,Weekly,104.06,3.2,6169,250ml,Sensitive,Male,Compact,Shea Butter,1,UK
3791,Ultra Lip Gloss,Make Up For Ever,2,Occasional,134.65,1.5,3757,30ml,Dry,Unisex,Jar,Vitamin C,1,Australia
3792,Ultra Mascara,Natasha Denona,19,Monthly,98.11,1.9,5210,200ml,Sensitive,Unisex,Spray,Vitamin C,1,UK
3793,Magic Serum,Juvia’s Place,9,Monthly,124.54,1.6,4890,250ml,Sensitive,Unisex,Tube,Glycerin,0,USA
3794,Magic Lip Liner,Ilia Beauty,14,Daily,81.69,3.5,5303,250ml,Dry,Female,Stick,Aloe Vera,1,Italy
3795,Ultra Foundation,Make Up For Ever,3,Weekly,73.38,3.6,3592,50ml,Sensitive,Unisex,Jar,Salicylic Acid,0,Japan
3796,Magic Powder,Anastasia Beverly Hills,8,Occasional,119.97,1.9,9225,50ml,Combination,Female,Compact,Salicylic Acid,0,France
3797,Super Eyeliner,Bourjois,18,Occasional,49.02,1.3,2997,100ml,Dry,Male,Compact,Salicylic Acid,0,UK
3798,Magic Lip Liner,Yves Saint Laurent,3,Monthly,140.17,5,3923,30ml,Normal,Male,Compact,Retinol,1,Japan
3799,Magic Lip Liner,Rare Beauty,7,Monthly,15.48,2.8,8835,250ml,Oily,Male,Spray,Aloe Vera,0,Germany
3800,Perfect Setting Spray,Clinique,20,Occasional,127.25,3.1,4941,30ml,Combination,Female,Bottle,Vitamin C,1,Australia
3801,Perfect Moisturizer,Danessa Myricks,6,Weekly,16.1,4.9,3888,250ml,Dry,Male,Spray,Glycerin,0,Japan
3802,Divine Moisturizer,Kylie Cosmetics,6,Monthly,33.23,4.5,749,200ml,Oily,Female,Jar,Retinol,0,Australia
3803,Super Cleanser,Clinique,16,Monthly,38.54,4.5,3669,100ml,Sensitive,Male,Bottle,Glycerin,1,Japan
3804,Ultra CC Cream,Tatcha,17,Weekly,96.39,4.7,6532,30ml,Dry,Female,Compact,Shea Butter,0,Italy
3805,Perfect Foundation,Farsali,15,Occasional,130.2,1.4,87,100ml,Oily,Female,Compact,Aloe Vera,0,UK
3806,Perfect Eyeliner,Sisley,12,Daily,117.64,1.2,8002,30ml,Oily,Male,Compact,Shea Butter,0,USA
3807,Super Lip Liner,Morphe,21,Occasional,67,2.4,8011,150ml,Normal,Female,Bottle,Retinol,0,USA
3808,Divine Contour,IT Cosmetics,11,Occasional,10.03,1.7,2925,250ml,Oily,Unisex,Jar,Hyaluronic Acid,1,Germany
3809,Perfect BB Cream,Becca,24,Daily,66.1,1.8,2404,30ml,Combination,Unisex,Jar,Glycerin,0,Germany
3810,Divine Bronzer,Becca,21,Weekly,113.52,4.9,3381,100ml,Combination,Male,Compact,Aloe Vera,0,Germany
3811,Divine Powder,Make Up For Ever,17,Occasional,95.66,2.5,8462,30ml,Combination,Female,Jar,Retinol,0,Australia
3812,Divine BB Cream,Clinique,1,Occasional,70.76,3.6,8871,30ml,Sensitive,Unisex,Tube,Vitamin C,0,South Korea
3813,Perfect Blush,Bourjois,18,Monthly,148.53,4,7230,200ml,Combination,Unisex,Compact,Glycerin,0,Italy
3814,Divine Exfoliator,Kylie Cosmetics,15,Weekly,110.72,2.7,5194,30ml,Sensitive,Female,Stick,Salicylic Acid,0,Germany
3815,Ultra BB Cream,Make Up For Ever,3,Monthly,87.54,1.4,9422,100ml,Oily,Unisex,Tube,Salicylic Acid,1,South Korea
3816,Magic Lip Gloss,Anastasia Beverly Hills,16,Occasional,88.36,4.5,3286,250ml,Combination,Male,Stick,Shea Butter,0,UK
3817,Ultra Eyeliner,Pat McGrath Labs,4,Occasional,75.4,4.1,4589,50ml,Sensitive,Unisex,Compact,Retinol,1,USA
3818,Super Setting Spray,Ilia Beauty,20,Occasional,87.84,3.7,8757,30ml,Dry,Male,Spray,Vitamin C,1,UK
3819,Perfect Face Oil,Drunk Elephant,11,Occasional,116.93,3.8,8742,250ml,Oily,Unisex,Compact,Glycerin,1,Japan
3820,Super Makeup Remover,Shiseido,22,Occasional,58.03,3.2,8198,50ml,Sensitive,Male,Stick,Salicylic Acid,0,France
3821,Super Powder,Drunk Elephant,9,Daily,135.53,1.3,4296,30ml,Normal,Male,Compact,Glycerin,1,Japan
3822,Super Makeup Remover,Yves Saint Laurent,24,Weekly,107.46,4.4,2824,100ml,Dry,Unisex,Bottle,Hyaluronic Acid,0,France
3823,Ultra Foundation,Milk Makeup,22,Weekly,42.02,2.3,9115,150ml,Dry,Male,Bottle,Aloe Vera,0,USA
3824,Ultra Serum,Too Faced,23,Occasional,114.87,3.4,9140,150ml,Combination,Unisex,Bottle,Salicylic Acid,1,Germany
3825,Divine Cleanser,IT Cosmetics,23,Occasional,130.61,4.1,5865,150ml,Normal,Male,Spray,Retinol,0,South Korea
3826,Ultra Mascara,Morphe,16,Monthly,130.99,1.4,3761,50ml,Normal,Female,Bottle,Shea Butter,0,France
3827,Perfect Moisturizer,Hourglass,13,Monthly,130.11,3.3,3178,50ml,Sensitive,Unisex,Spray,Aloe Vera,0,Australia
3828,Perfect Contour,RMS Beauty,22,Monthly,147.43,1.1,4484,30ml,Oily,Male,Stick,Salicylic Acid,0,Australia
3829,Divine Exfoliator,Drunk Elephant,2,Occasional,24.08,4.2,6005,100ml,Dry,Male,Compact,Glycerin,0,USA
3830,Divine Contour,Farsali,1,Weekly,69.37,2,5473,100ml,Combination,Female,Stick,Glycerin,0,France
3831,Super Lip Gloss,Becca,9,Monthly,98.55,4.8,6840,50ml,Dry,Male,Stick,Aloe Vera,1,South Korea
3832,Ultra Eye Shadow,Huda Beauty,11,Daily,66.93,1.9,7157,100ml,Oily,Female,Stick,Hyaluronic Acid,1,UK
3833,Perfect Foundation,Natasha Denona,24,Occasional,118.16,4.1,2855,200ml,Sensitive,Female,Spray,Retinol,1,UK
3834,Super Concealer,Farsali,1,Daily,16.95,1.5,3628,150ml,Combination,Unisex,Tube,Vitamin C,1,Australia
3835,Magic Setting Spray,Danessa Myricks,14,Weekly,116.21,2.5,3741,200ml,Oily,Male,Spray,Aloe Vera,1,Italy
3836,Perfect Makeup Remover,E.l.f.,22,Daily,111.18,4.8,1963,200ml,Oily,Unisex,Tube,Shea Butter,0,France
3837,Divine Lipstick,Tatcha,18,Monthly,93.05,4.9,1914,50ml,Combination,Unisex,Spray,Vitamin C,0,Japan
3838,Magic Foundation,Becca,9,Occasional,81.01,4.7,7307,250ml,Dry,Unisex,Tube,Retinol,0,USA
3839,Magic Foundation,Yves Saint Laurent,12,Weekly,23.28,2.6,3346,50ml,Oily,Male,Spray,Retinol,0,France
3840,Divine Exfoliator,Danessa Myricks,12,Occasional,144.3,4.8,5390,200ml,Oily,Male,Stick,Vitamin C,0,Italy
3841,Divine Moisturizer,Glossier,2,Monthly,14.07,1.7,6682,30ml,Oily,Male,Bottle,Retinol,0,Australia
3842,Magic Lipstick,KVD Beauty,19,Occasional,132.37,3.5,7786,150ml,Dry,Male,Spray,Shea Butter,0,Italy
3843,Magic Mascara,Bite Beauty,23,Occasional,118.96,4.7,6481,150ml,Combination,Unisex,Stick,Glycerin,1,South Korea
3844,Perfect Highlighter,Anastasia Beverly Hills,2,Occasional,82.62,3.6,715,30ml,Sensitive,Unisex,Compact,Glycerin,0,Australia
3845,Magic Bronzer,ColourPop,6,Weekly,113.95,4.5,7423,250ml,Sensitive,Unisex,Tube,Shea Butter,1,Germany
3846,Divine BB Cream,Glossier,6,Weekly,96.58,4.7,349,150ml,Oily,Unisex,Spray,Aloe Vera,1,Italy
3847,Divine Serum,ColourPop,24,Occasional,75.07,1.7,3347,200ml,Sensitive,Unisex,Jar,Salicylic Acid,1,Italy
3848,Perfect Lip Gloss,Shiseido,12,Daily,72.24,1.4,7318,50ml,Dry,Unisex,Tube,Hyaluronic Acid,0,UK
3849,Perfect Concealer,Perricone MD,7,Weekly,90.58,1,7745,50ml,Combination,Unisex,Spray,Retinol,1,USA
3850,Divine Cleanser,Clinique,2,Monthly,119.99,3.4,8909,250ml,Normal,Unisex,Spray,Glycerin,1,UK
3851,Perfect Cleanser,Huda Beauty,14,Weekly,107.61,1.7,5630,250ml,Dry,Female,Tube,Shea Butter,0,Italy
3852,Ultra Lipstick,NARS,22,Monthly,127.48,3.4,4526,250ml,Normal,Female,Tube,Glycerin,1,USA
3853,Super Face Oil,Glossier,17,Weekly,66.45,1.9,3675,250ml,Oily,Female,Tube,Aloe Vera,0,Italy
3854,Super Eyeliner,Laura Mercier,2,Monthly,100.93,3.5,4461,100ml,Normal,Female,Tube,Vitamin C,1,Australia
3855,Ultra Eyeliner,Sisley,15,Weekly,88.12,3.9,2650,250ml,Combination,Male,Compact,Hyaluronic Acid,0,France
3856,Super Face Oil,Make Up For Ever,21,Occasional,129.64,3.7,8410,30ml,Oily,Female,Spray,Salicylic Acid,1,Italy
3857,Divine Foundation,Fenty Beauty,9,Weekly,125.47,3,5880,100ml,Combination,Male,Bottle,Vitamin C,0,Australia
3858,Divine Primer,KVD Beauty,8,Occasional,131.11,1.6,3964,50ml,Sensitive,Male,Compact,Vitamin C,1,Germany
3859,Perfect BB Cream,Danessa Myricks,7,Weekly,32.3,4.3,9167,50ml,Combination,Male,Bottle,Glycerin,0,Australia
3860,Ultra Face Mask,Rare Beauty,23,Weekly,34,3.1,656,30ml,Sensitive,Unisex,Spray,Hyaluronic Acid,1,South Korea
3861,Divine Makeup Remover,Laura Mercier,6,Monthly,51.85,4.7,5182,100ml,Dry,Unisex,Compact,Shea Butter,0,South Korea
3862,Divine Bronzer,Fenty Beauty,9,Monthly,49,2.6,7671,200ml,Combination,Female,Jar,Retinol,1,Germany
3863,Super Exfoliator,Farsali,23,Daily,71.45,2.2,8573,150ml,Dry,Male,Stick,Retinol,0,Germany
3864,Super Cleanser,Clinique,23,Weekly,138.12,3.1,5776,50ml,Combination,Unisex,Tube,Vitamin C,0,Italy
3865,Perfect Face Oil,Bourjois,19,Daily,31.2,4.5,9300,30ml,Dry,Male,Spray,Hyaluronic Acid,0,USA
3866,Perfect Lip Liner,Danessa Myricks,1,Monthly,26.39,4.3,6795,250ml,Combination,Male,Compact,Vitamin C,1,Japan
3867,Divine Concealer,Becca,21,Occasional,117.88,2.6,181,150ml,Oily,Unisex,Compact,Vitamin C,1,Australia
3868,Magic Primer,RMS Beauty,12,Daily,117.49,2.8,6253,30ml,Combination,Female,Tube,Salicylic Acid,1,Australia
3869,Divine Eyeliner,Make Up For Ever,10,Monthly,111.44,3.6,5223,30ml,Dry,Male,Compact,Aloe Vera,0,Japan
3870,Ultra Bronzer,Patrick Ta,20,Occasional,29.58,2.6,2740,150ml,Normal,Unisex,Spray,Glycerin,0,UK
3871,Ultra Face Mask,Glossier,19,Weekly,29.31,4,2372,250ml,Oily,Unisex,Compact,Salicylic Acid,1,USA
3872,Ultra Cleanser,Shiseido,15,Daily,88.52,1.3,4147,50ml,Dry,Female,Jar,Salicylic Acid,0,South Korea
3873,Ultra Eye Shadow,Rare Beauty,21,Occasional,106.83,2.9,5402,50ml,Dry,Male,Tube,Glycerin,1,Australia
3874,Magic Contour,Tatcha,3,Weekly,138.25,2.2,6488,100ml,Dry,Male,Tube,Glycerin,1,Japan
3875,Ultra Mascara,Rare Beauty,3,Daily,91.7,3.2,5610,150ml,Normal,Male,Spray,Aloe Vera,1,France
3876,Divine CC Cream,Make Up For Ever,3,Monthly,123.11,3.4,4259,30ml,Sensitive,Male,Bottle,Vitamin C,1,South Korea
3877,Magic Cleanser,Bobby Brown,14,Daily,53.17,1.7,7866,50ml,Dry,Female,Bottle,Glycerin,1,USA
3878,Divine Exfoliator,Kiehl’s,19,Occasional,36.64,2.3,1635,200ml,Oily,Male,Tube,Retinol,1,South Korea
3879,Super Lipstick,Huda Beauty,18,Weekly,26.15,2.6,7823,50ml,Combination,Female,Compact,Glycerin,0,South Korea
3880,Ultra Moisturizer,Natasha Denona,6,Occasional,81.76,3.7,7736,50ml,Oily,Female,Stick,Glycerin,0,Japan
3881,Ultra Makeup Remover,Ilia Beauty,2,Daily,123.84,3.5,7241,200ml,Combination,Male,Tube,Shea Butter,0,Germany
3882,Super CC Cream,Rare Beauty,12,Daily,131.26,2,6327,250ml,Dry,Male,Jar,Hyaluronic Acid,1,South Korea
3883,Ultra Exfoliator,Bourjois,11,Daily,26.87,3.8,9967,200ml,Normal,Male,Spray,Glycerin,1,USA
3884,Perfect Cleanser,NARS,19,Monthly,55.31,2.5,4608,50ml,Sensitive,Male,Stick,Retinol,0,USA
3885,Magic Exfoliator,Bite Beauty,11,Weekly,56.93,4.8,506,30ml,Normal,Female,Stick,Retinol,1,France
3886,Perfect Contour,Huda Beauty,20,Occasional,103.15,2.5,9596,30ml,Combination,Male,Stick,Vitamin C,0,Germany
3887,Divine Eyeliner,Huda Beauty,14,Monthly,104.76,5,6620,200ml,Oily,Female,Bottle,Salicylic Acid,1,UK
3888,Ultra Setting Spray,Glossier,2,Weekly,33.93,2.1,2155,30ml,Dry,Female,Bottle,Aloe Vera,1,France
3889,Ultra Foundation,Milk Makeup,18,Daily,146.49,2.5,4740,150ml,Dry,Female,Tube,Hyaluronic Acid,0,Japan
3890,Divine Exfoliator,Glossier,13,Daily,92.2,2,2458,50ml,Sensitive,Male,Stick,Aloe Vera,0,Australia
3891,Divine Highlighter,Huda Beauty,1,Occasional,21.36,4.5,9969,150ml,Combination,Male,Spray,Vitamin C,1,USA
3892,Magic Powder,Morphe,19,Weekly,109.62,4.4,5214,50ml,Normal,Unisex,Bottle,Shea Butter,1,South Korea
3893,Ultra Blush,Becca,17,Daily,71.86,1.2,7260,200ml,Oily,Unisex,Bottle,Aloe Vera,0,France
3894,Perfect Cleanser,Natasha Denona,1,Daily,41.86,2.4,702,30ml,Normal,Unisex,Bottle,Retinol,1,South Korea
3895,Ultra CC Cream,NARS,22,Weekly,14.19,2.8,7562,50ml,Dry,Unisex,Stick,Shea Butter,1,UK
3896,Magic Eye Shadow,Tatcha,2,Weekly,108.97,1.9,106,250ml,Combination,Male,Tube,Retinol,1,France
3897,Divine Exfoliator,Shiseido,19,Monthly,127.43,1,7057,150ml,Oily,Unisex,Tube,Retinol,0,South Korea
3898,Perfect Powder,Milk Makeup,22,Occasional,124.06,3,4801,100ml,Combination,Unisex,Compact,Aloe Vera,1,Italy
3899,Divine Serum,Sisley,15,Monthly,109.54,4.8,1735,200ml,Sensitive,Female,Spray,Aloe Vera,1,Italy
3900,Ultra Eye Shadow,Huda Beauty,15,Occasional,88.84,4.1,2757,150ml,Sensitive,Male,Tube,Vitamin C,0,Germany
3901,Super Mascara,Juvia’s Place,16,Daily,90.62,4.1,3512,250ml,Combination,Unisex,Stick,Retinol,1,France
3902,Perfect Blush,Rare Beauty,14,Daily,94.67,4.1,4775,250ml,Sensitive,Male,Tube,Glycerin,1,Germany
3903,Perfect Moisturizer,Farsali,17,Occasional,81.63,4.4,2512,30ml,Normal,Unisex,Stick,Vitamin C,0,Italy
3904,Divine Powder,Becca,23,Daily,91.1,1.4,4547,50ml,Dry,Unisex,Bottle,Retinol,1,South Korea
3905,Super Serum,Clinique,10,Weekly,107.69,1.2,9909,200ml,Normal,Male,Tube,Shea Butter,0,France
3906,Ultra CC Cream,Too Faced,16,Monthly,50.73,2.1,1566,250ml,Combination,Unisex,Jar,Glycerin,0,Australia
3907,Super BB Cream,Farsali,23,Occasional,138.96,3.3,1451,100ml,Oily,Unisex,Bottle,Aloe Vera,0,Australia
3908,Ultra Concealer,RMS Beauty,3,Monthly,37.31,4.6,5815,50ml,Combination,Female,Bottle,Salicylic Acid,1,USA
3909,Divine Bronzer,Farsali,22,Monthly,96.66,2.5,1770,30ml,Oily,Female,Jar,Vitamin C,1,Italy
3910,Perfect Primer,Morphe,20,Daily,132.55,3.5,8661,100ml,Combination,Unisex,Spray,Retinol,1,South Korea
3911,Perfect BB Cream,Pat McGrath Labs,16,Monthly,74.17,2.1,5723,100ml,Combination,Unisex,Spray,Shea Butter,1,Australia
3912,Magic Lip Liner,ColourPop,19,Weekly,50.07,2.2,143,150ml,Normal,Female,Tube,Shea Butter,1,Japan
3913,Divine Foundation,Hourglass,21,Daily,61.7,4.1,3762,100ml,Combination,Female,Spray,Aloe Vera,1,USA
3914,Perfect Setting Spray,Hourglass,18,Monthly,93.18,3.5,8770,250ml,Combination,Male,Tube,Aloe Vera,1,USA
3915,Divine Setting Spray,Milk Makeup,13,Daily,72.95,2.5,8676,30ml,Sensitive,Male,Compact,Vitamin C,0,Japan
3916,Perfect Exfoliator,Farsali,15,Daily,28.71,2.8,9673,200ml,Dry,Unisex,Spray,Shea Butter,1,UK
3917,Perfect Primer,Tatcha,21,Monthly,101.97,2.7,5176,100ml,Combination,Female,Bottle,Hyaluronic Acid,0,Australia
3918,Ultra Lip Gloss,Anastasia Beverly Hills,13,Occasional,10.75,2.5,7159,250ml,Dry,Male,Bottle,Hyaluronic Acid,0,South Korea
3919,Divine Powder,Anastasia Beverly Hills,1,Occasional,11.26,3.8,4693,50ml,Sensitive,Unisex,Jar,Glycerin,0,Italy
3920,Divine Face Mask,Hourglass,5,Monthly,119.73,2.5,6143,150ml,Dry,Unisex,Jar,Vitamin C,0,Italy
3921,Ultra Lip Liner,Danessa Myricks,9,Occasional,71.54,3.2,6616,200ml,Normal,Male,Compact,Salicylic Acid,0,UK
3922,Perfect Eye Shadow,Make Up For Ever,19,Occasional,18.63,3,5063,30ml,Sensitive,Unisex,Bottle,Retinol,1,South Korea
3923,Magic Powder,IT Cosmetics,22,Occasional,123.49,2.5,6703,30ml,Oily,Unisex,Bottle,Aloe Vera,1,Australia
3924,Super Mascara,Hourglass,2,Monthly,55.73,2.2,3791,30ml,Combination,Female,Jar,Aloe Vera,0,UK
3925,Perfect Highlighter,Natasha Denona,21,Monthly,82.06,1.1,8311,30ml,Dry,Female,Tube,Glycerin,1,UK
3926,Divine Serum,Fenty Beauty,17,Monthly,13.21,4.4,4778,150ml,Dry,Male,Stick,Salicylic Acid,0,UK
3927,Divine Highlighter,Kylie Cosmetics,15,Occasional,111.77,2.4,4037,100ml,Dry,Female,Jar,Glycerin,1,Italy
3928,Ultra Highlighter,Rare Beauty,13,Weekly,56.23,3.7,9994,250ml,Sensitive,Male,Tube,Salicylic Acid,1,UK
3929,Divine Exfoliator,Sisley,22,Daily,39.72,1.3,650,30ml,Oily,Female,Jar,Glycerin,1,Australia
3930,Super Eyeliner,KVD Beauty,16,Monthly,123.74,3.4,5141,50ml,Combination,Female,Bottle,Glycerin,0,USA
3931,Divine Serum,Fenty Beauty,1,Monthly,39.24,2.8,7927,200ml,Dry,Female,Spray,Vitamin C,0,USA
3932,Divine Bronzer,Shiseido,12,Occasional,96.69,3.7,2832,100ml,Combination,Female,Compact,Vitamin C,0,UK
